1.837651E1	-2.737525E-1	-1.483723E-2
1.839317E1	-2.704381E-1	-1.539091E-2
1.840982E1	-2.667544E-1	-1.537198E-2
1.842648E1	-2.620158E-1	-1.553793E-2
1.844313E1	-2.566376E-1	-1.575471E-2
1.845979E1	-2.501400E-1	-1.535680E-2
1.847644E1	-2.418699E-1	-1.537531E-2
1.849310E1	-2.330062E-1	-1.531316E-2
1.850976E1	-2.234806E-1	-1.542327E-2
1.852641E1	-2.131846E-1	-1.560439E-2
1.854307E1	-2.028362E-1	-1.520982E-2
1.855983E1	-1.913503E-1	-1.562140E-2
1.857649E1	-1.793086E-1	-1.521570E-2
1.859314E1	-1.668203E-1	-1.500568E-2
1.860980E1	-1.534797E-1	-1.490187E-2
1.862646E1	-1.392826E-1	-1.488811E-2
1.864311E1	-1.258299E-1	-1.456805E-2
1.865977E1	-1.118043E-1	-1.480750E-2
1.867642E1	-9.709278E-2	-1.429424E-2
1.869308E1	-8.231413E-2	-1.417778E-2
1.870973E1	-6.718188E-2	-1.384816E-2
1.872639E1	-5.087672E-2	-1.374413E-2
1.874304E1	-3.650814E-2	-1.317688E-2
1.875970E1	-2.076475E-2	-1.295192E-2
1.877636E1	-4.973071E-3	-1.261187E-2
1.879301E1	9.929454E-3	-1.252198E-2
1.880967E1	2.504727E-2	-1.215794E-2
1.882632E1	4.069109E-2	-1.189397E-2
1.884298E1	5.470555E-2	-1.150621E-2
1.885963E1	6.838820E-2	-1.127787E-2
1.887629E1	8.373475E-2	-1.113139E-2
1.889294E1	9.706334E-2	-1.062183E-2
1.890960E1	1.099738E-1	-1.062828E-2
1.892637E1	1.228934E-1	-1.007528E-2
1.894302E1	1.349551E-1	-9.958322E-3
1.895968E1	1.467954E-1	-9.952198E-3
1.897633E1	1.587710E-1	-8.922868E-3
1.899299E1	1.685055E-1	-7.411417E-3
1.900964E1	1.777285E-1	-6.599287E-3
1.902630E1	1.877735E-1	-6.165653E-3
1.904296E1	1.961906E-1	-5.787571E-3
1.905961E1	2.039556E-1	-5.716640E-3
1.907627E1	2.113405E-1	-5.164577E-3
1.909292E1	2.168297E-1	-4.726444E-3
1.910958E1	2.212166E-1	-4.758889E-3
1.912623E1	2.248207E-1	-5.030075E-3
1.914289E1	2.282068E-1	-5.060956E-3
1.915954E1	2.307275E-1	-5.249071E-3
1.917620E1	2.330407E-1	-4.954519E-3
1.919286E1	2.334837E-1	-5.048235E-3
1.920951E1	2.330929E-1	-5.355107E-3
1.922617E1	2.323948E-1	-5.720297E-3
1.924282E1	2.312053E-1	-5.941963E-3
1.925948E1	2.287997E-1	-5.664742E-3
1.927624E1	2.248873E-1	-5.795637E-3
1.929290E1	2.204383E-1	-6.073416E-3
1.930956E1	2.154025E-1	-6.358397E-3
1.932621E1	2.096438E-1	-6.906456E-3
1.934287E1	2.033837E-1	-6.740438E-3
1.935952E1	1.961284E-1	-7.289330E-3
1.937618E1	1.883276E-1	-7.387489E-3
1.939283E1	1.802059E-1	-7.582215E-3
1.940949E1	1.710451E-1	-7.942161E-3
1.942614E1	1.607979E-1	-8.190175E-3
1.944280E1	1.509329E-1	-8.023217E-3
1.945946E1	1.398371E-1	-8.264408E-3
1.947611E1	1.279803E-1	-8.442657E-3
1.949277E1	1.164403E-1	-8.291694E-3
1.950942E1	1.051583E-1	-8.829567E-3
1.952608E1	9.199740E-2	-9.008245E-3
1.954273E1	7.940687E-2	-8.935504E-3
1.955939E1	6.602625E-2	-9.528497E-3
1.957604E1	5.205477E-2	-9.244574E-3
1.959270E1	3.898603E-2	-9.214504E-3
1.960936E1	2.583881E-2	-9.499106E-3
1.962601E1	1.137358E-2	-9.304165E-3
1.964267E1	-1.391223E-3	-9.536245E-3
1.965932E1	-1.459798E-2	-9.745867E-3
1.967598E1	-2.881303E-2	-9.927726E-3
1.969274E1	-4.260737E-2	-1.000867E-2
1.970940E1	-5.618910E-2	-1.001129E-2
1.972606E1	-7.043203E-2	-9.906435E-3
1.974271E1	-8.289534E-2	-9.975626E-3
1.975937E1	-9.580203E-2	-1.007776E-2
1.977602E1	-1.089031E-1	-1.007035E-2
1.979268E1	-1.204098E-1	-9.652607E-3
1.980933E1	-1.310465E-1	-1.020614E-2
1.982599E1	-1.432755E-1	-1.022544E-2
1.984264E1	-1.537126E-1	-9.991830E-3
1.985930E1	-1.634837E-1	-9.907016E-3
1.987596E1	-1.729546E-1	-9.789321E-3
1.989261E1	-1.805966E-1	-9.928431E-3
1.990927E1	-1.884313E-1	-1.024602E-2
1.992592E1	-1.962698E-1	-1.032107E-2
1.994258E1	-2.025829E-1	-1.001318E-2
1.995923E1	-2.087869E-1	-1.075929E-2
1.997589E1	-2.144919E-1	-1.033969E-2
1.999254E1	-2.189511E-1	-1.050676E-2
2.000920E1	-2.227704E-1	-1.082618E-2
2.002597E1	-2.263261E-1	-1.103647E-2
2.004262E1	-2.283215E-1	-1.047463E-2
2.005928E1	-2.291460E-1	-1.032593E-2
2.007593E1	-2.289276E-1	-1.045320E-2
2.009259E1	-2.283627E-1	-1.055784E-2
2.010924E1	-2.272185E-1	-1.090885E-2
2.012590E1	-2.249630E-1	-1.038049E-2
2.014256E1	-2.216003E-1	-1.115508E-2
2.015921E1	-2.187826E-1	-1.094144E-2
2.017587E1	-2.141859E-1	-1.100097E-2
2.019252E1	-2.093446E-1	-1.120684E-2
2.020918E1	-2.035342E-1	-1.068617E-2
2.022583E1	-1.962309E-1	-1.142469E-2
2.024249E1	-1.890429E-1	-1.085252E-2
2.025914E1	-1.810545E-1	-1.063302E-2
2.027580E1	-1.715325E-1	-1.111781E-2
2.029246E1	-1.622404E-1	-1.101516E-2
2.030911E1	-1.529905E-1	-1.097998E-2
2.032577E1	-1.420880E-1	-1.028719E-2
2.034242E1	-1.309915E-1	-1.056582E-2
2.035908E1	-1.202809E-1	-1.012865E-2
2.037584E1	-1.080277E-1	-1.040390E-2
2.039250E1	-9.692158E-2	-1.025013E-2
2.040916E1	-8.499652E-2	-9.893436E-3
2.042581E1	-7.163961E-2	-9.621866E-3
2.044247E1	-5.926601E-2	-9.648768E-3
2.045912E1	-4.761178E-2	-9.494025E-3
2.047578E1	-3.471681E-2	-9.317588E-3
2.049243E1	-2.223345E-2	-9.010573E-3
2.050909E1	-9.604467E-3	-8.871888E-3
2.052574E1	3.694845E-3	-8.653160E-3
2.054240E1	1.661649E-2	-8.419241E-3
2.055906E1	2.843930E-2	-8.326984E-3
2.057571E1	4.049645E-2	-8.051011E-3
2.059237E1	5.204670E-2	-7.695219E-3
2.060902E1	6.344568E-2	-7.509289E-3
2.062568E1	7.470684E-2	-7.410362E-3
2.064233E1	8.561852E-2	-7.203044E-3
2.065899E1	9.662927E-2	-6.808157E-3
2.067564E1	1.075501E-1	-6.712184E-3
2.069230E1	1.178220E-1	-6.513304E-3
2.070896E1	1.268497E-1	-6.405202E-3
2.072561E1	1.360002E-1	-6.064377E-3
2.074227E1	1.443888E-1	-5.680287E-3
2.075903E1	1.519897E-1	-6.003163E-3
2.077569E1	1.595692E-1	-5.529235E-3
2.079234E1	1.657971E-1	-5.725696E-3
2.080900E1	1.713806E-1	-5.540005E-3
2.082566E1	1.767006E-1	-5.435721E-3
2.084231E1	1.804971E-1	-5.536439E-3
2.085897E1	1.843837E-1	-5.763099E-3
2.087562E1	1.877466E-1	-5.806787E-3
2.089228E1	1.899613E-1	-5.480592E-3
2.090893E1	1.916539E-1	-5.937431E-3
2.092559E1	1.929242E-1	-5.815461E-3
2.094224E1	1.931281E-1	-5.965248E-3
2.095890E1	1.929693E-1	-6.148184E-3
2.097556E1	1.921565E-1	-6.358160E-3
2.099221E1	1.905660E-1	-5.955246E-3
2.100887E1	1.878725E-1	-6.500855E-3
2.102552E1	1.846590E-1	-6.410459E-3
2.104218E1	1.805549E-1	-6.584957E-3
2.105883E1	1.760168E-1	-6.776089E-3
2.107549E1	1.709514E-1	-7.223346E-3
2.109214E1	1.656437E-1	-7.236079E-3
2.110880E1	1.593969E-1	-7.122037E-3
2.112546E1	1.519041E-1	-7.653110E-3
2.114211E1	1.451245E-1	-7.729823E-3
2.115888E1	1.372514E-1	-7.927242E-3
2.117553E1	1.282022E-1	-8.090703E-3
2.119219E1	1.191067E-1	-7.950567E-3
2.120884E1	1.101509E-1	-8.020253E-3
2.122550E1	1.002079E-1	-8.711401E-3
2.124216E1	9.042109E-2	-8.433551E-3
